Sp.Scien.jetz,Sp.Eng.jetz,Sp.Scien.hbw,Sp.Eng.hbw,Match_jetz_birdlife,Order,strategy_3,distance_4,distance_quanti_RES0,distance_quanti_ALL
Aegithalos_leucogenys,White-cheeked-Tit,Aegithalos_leucogenys,White-cheeked-Tit,Aegithalos_leucogenys,PASSERIFORMES,resident,resident,0,127.632531025528
Aegithalos_niveogularis,White-throated-Tit,Aegithalos_niveogularis,White-throated-Tit,Aegithalos_niveogularis,PASSERIFORMES,resident,resident,0,134.442946104651
Aegithina_lafresnayei,Great-Iora,Aegithina_lafresnayei,Great-Iora,Aegithina_lafresnayei,PASSERIFORMES,resident,resident,0,355.705267278093
Aegithina_nigrolutea,White-tailed-Iora,Aegithina_nigrolutea,Marshalls-Iora,Aegithina_nigrolutea,PASSERIFORMES,resident,resident,0,229.056399329149
Aegithina_tiphia,Common-Iora,Aegithina_tiphia,Common-Iora,Aegithina_tiphia,PASSERIFORMES,resident,resident,0,778.53353233045
Aegithina_viridissima,Green-Iora,Aegithina_viridissima,Green-Iora,Aegithina_viridissima,PASSERIFORMES,resident,resident,0,371.275735960188
Aegolius_acadicus,Northern-Saw-whet-Owl,Aegolius_acadicus,Northern-Saw-whet-Owl,Aegolius_acadicus,STRIGIFORMES,partial_mig,short,1055.80227295813,1055.80227295813
Aegolius_funereus,Boreal-Owl,Aegolius_funereus,Boreal-Owl,Aegolius_funereus,STRIGIFORMES,resident,resident,0,1503.00894349618
Aegolius_harrisii,Buff-fronted-Owl,Aegolius_harrisii,Buff-fronted-Owl,Aegolius_harrisii,STRIGIFORMES,resident,resident,0,324.968032986733
Aegolius_ridgwayi,Southern-Saw-whet-Owl,Aegolius_ridgwayi,Unspotted-Saw-whet-Owl,Aegolius_ridgwayi,STRIGIFORMES,resident,resident,0,75.9054184932734
Aegotheles_albertisi,Mountain-Owlet-nightjar,Aegotheles_albertisi,Mountain-Owlet-nightjar,Aegotheles_albertisi,CAPRIMULGIFORMES,resident,resident,0,117.756423332033
Aegotheles_archboldi,Archbolds-Owlet-nightjar,Aegotheles_archboldi,Archbolds-Owlet-nightjar,Aegotheles_archboldi,CAPRIMULGIFORMES,resident,resident,0,76.0083258475143
Aegotheles_bennettii,Barred-Owlet-nightjar,Aegotheles_bennettii,Barred-Owlet-nightjar,Aegotheles_bennettii,CAPRIMULGIFORMES,resident,resident,0,173.785009127096
Aegotheles_crinifrons,Long-whiskered-Owlet-nightjar,Aegotheles_crinifrons,Moluccan-Owlet-nightjar,Aegotheles_crinifrons,CAPRIMULGIFORMES,resident,resident,0,55.287177609389
Aegotheles_cristatus,Australian-Owlet-nightjar,Aegotheles_cristatus,Australian-Owlet-nightjar,Aegotheles_cristatus,CAPRIMULGIFORMES,resident,resident,0,704.74591681062
Aegotheles_insignis,Feline-Owlet-nightjar,Aegotheles_insignis,Feline-Owlet-nightjar,Aegotheles_insignis,CAPRIMULGIFORMES,resident,resident,0,170.097465937343
Aegotheles_savesi,New-Caledonian-Owlet-nightjar,Aegotheles_savesi,New-Caledonian-Owlet-nightjar,Aegotheles_savesi,CAPRIMULGIFORMES,resident,resident,0,0
Aegotheles_tatei,Starry-Owlet-nightjar,Aegotheles_tatei,Spangled-Owlet-nightjar,Aegotheles_tatei,CAPRIMULGIFORMES,resident,resident,0,25.9409011436265
Aegotheles_wallacii,Wallaces-Owlet-nightjar,Aegotheles_wallacii,Wallaces-Owlet-nightjar,Aegotheles_wallacii,CAPRIMULGIFORMES,resident,resident,0,134.793962515256
Aegypius_monachus,Cinereous-Vulture,Aegypius_monachus,Cinereous-Vulture,Aegypius_monachus,ACCIPITRIFORMES,partial_mig,short,928.128406455845,928.128406455845
Aenigmatolimnas_marginalis,Striped-Crake,Amaurornis_marginalis,Striped-Crake,Amaurornis_marginalis,GRUIFORMES,partial_mig,variable,1020.80915559197,1020.80915559197
Aepypodius_arfakianus,Wattled-Brush-turkey,Aepypodius_arfakianus,Wattled-Brush-turkey,Aepypodius_arfakianus,GALLIFORMES,resident,resident,0,173.875575330291
Aepypodius_bruijnii,Bruijns-Brush-turkey,Aepypodius_bruijnii,Waigeo-Brush-turkey,Aepypodius_bruijnii,GALLIFORMES,resident,resident,0,18.4290478256924
Aeronautes_andecolus,Andean-Swift,Aeronautes_andecolus,Andean-Swift,Aeronautes_andecolus,CAPRIMULGIFORMES,resident,resident,0,319.762948089656
Aeronautes_montivagus,White-tipped-Swift,Aeronautes_montivagus,White-tipped-Swift,Aeronautes_montivagus,CAPRIMULGIFORMES,resident,resident,0,447.281798869508
Aeronautes_saxatalis,White-throated-Swift,Aeronautes_saxatalis,White-throated-Swift,Aeronautes_saxatalis,CAPRIMULGIFORMES,partial_mig,short,942.697289129967,942.697289129967
Aethia_cristatella,Crested-Auklet,Aethia_cristatella,Crested-Auklet,Aethia_cristatella,CHARADRIIFORMES,strict_mig,variable,1154.91345894542,1154.91345894542
Aethia_psittacula,Parakeet-Auklet,Aethia_psittacula,Parakeet-Auklet,Aethia_psittacula,CHARADRIIFORMES,strict_mig,variable,1493.4961851902,1493.4961851902
Aethia_pusilla,Least-Auklet,Aethia_pusilla,Least-Auklet,Aethia_pusilla,CHARADRIIFORMES,strict_mig,variable,1070.5729279304,1070.5729279304
Aethia_pygmaea,Whiskered-Auklet,Aethia_pygmaea,Whiskered-Auklet,Aethia_pygmaea,CHARADRIIFORMES,partial_mig,short,500.798959522421,500.798959522421
Aethopyga_bella,Handsome-Sunbird,Aethopyga_bella,Handsome-Sunbird,Aethopyga_bella,PASSERIFORMES,resident,resident,0,192.560283358982
Aethopyga_boltoni,Apo-Sunbird,Aethopyga_boltoni,Apo-Sunbird,Aethopyga_boltoni,PASSERIFORMES,resident,resident,0,41.1168330854586
Aethopyga_christinae,Fork-tailed-Sunbird,Aethopyga_christinae,Fork-tailed-Sunbird,Aethopyga_christinae,PASSERIFORMES,resident,resident,0,360.474893166223
Aethopyga_duyvenbodei,Elegant-Sunbird,Aethopyga_duyvenbodei,Elegant-Sunbird,Aethopyga_duyvenbodei,PASSERIFORMES,resident,resident,0,18.4297112867563
Aethopyga_eximia,White-flanked-Sunbird,Aethopyga_eximia,White-flanked-Sunbird,Aethopyga_eximia,PASSERIFORMES,resident,resident,0,66.4362794309082
Aethopyga_flagrans,Flaming-Sunbird,Aethopyga_flagrans,Flaming-Sunbird,Aethopyga_flagrans,PASSERIFORMES,resident,resident,0,122.770663524479
Aethopyga_gouldiae,Goulds-Sunbird,Aethopyga_gouldiae,Goulds-Sunbird,Aethopyga_gouldiae,PASSERIFORMES,resident,resident,0,504.021704422897
Aethopyga_ignicauda,Fire-tailed-Sunbird,Aethopyga_ignicauda,Fire-tailed-Sunbird,Aethopyga_ignicauda,PASSERIFORMES,resident,resident,0,298.635907461861
Aethopyga_linaraborae,Linas-Sunbird,Aethopyga_linaraborae,Linas-Sunbird,Aethopyga_linaraborae,PASSERIFORMES,resident,resident,0,18.4318750888286
Aethopyga_mystacalis,Scarlet-Sunbird,Aethopyga_mystacalis,Javan-Sunbird,Aethopyga_mystacalis,PASSERIFORMES,resident,resident,0,349.313249434405
Aethopyga_nipalensis,Green-tailed-Sunbird,Aethopyga_nipalensis,Green-tailed-Sunbird,Aethopyga_nipalensis,PASSERIFORMES,resident,resident,0,339.479677116377
Aethopyga_primigenia,Grey-hooded-Sunbird,Aethopyga_primigenia,Grey-hooded-Sunbird,Aethopyga_primigenia,PASSERIFORMES,resident,resident,0,55.2968580073957
Aethopyga_pulcherrima,Metallic-winged-Sunbird,Aethopyga_pulcherrima,Metallic-winged-Sunbird,Aethopyga_pulcherrima,PASSERIFORMES,resident,resident,0,156.899214660103
Aethopyga_saturata,Black-throated-Sunbird,Aethopyga_saturata,Black-throated-Sunbird,Aethopyga_saturata,PASSERIFORMES,resident,resident,0,430.651720204699
Aethopyga_shelleyi,Lovely-Sunbird,Aethopyga_shelleyi,Lovely-Sunbird,Aethopyga_shelleyi,PASSERIFORMES,resident,resident,0,54.8719284803256
Aethopyga_siparaja,Crimson-Sunbird,Aethopyga_siparaja,Crimson-Sunbird,Aethopyga_siparaja,PASSERIFORMES,resident,resident,0,765.882518707415
Afropavo_congensis,Congo-Peafowl,Afropavo_congensis,Congo-Peafowl,Afropavo_congensis,GALLIFORMES,resident,resident,0,210.655329209755
Agamia_agami,Agami-Heron,Agamia_agami,Agami-Heron,Agamia_agami,PELECANIFORMES,resident,resident,0,719.914401517516
Agapornis_canus,Grey-headed-Lovebird,Agapornis_canus,Grey-headed-Lovebird,Agapornis_canus,PSITTACIFORMES,resident,resident,0,216.751401361027
Agapornis_fischeri,Fischers-Lovebird,Agapornis_fischeri,Fischers-Lovebird,Agapornis_fischeri,PSITTACIFORMES,resident,resident,0,124.119056338923
Agapornis_lilianae,Lilians-Lovebird,Agapornis_lilianae,Nyasa-Lovebird,Agapornis_lilianae,PSITTACIFORMES,resident,resident,0,140.105159885245
Agapornis_nigrigenis,Black-cheeked-Lovebird,Agapornis_nigrigenis,Black-cheeked-Lovebird,Agapornis_nigrigenis,PSITTACIFORMES,resident,resident,0,39.9059091484127
Agapornis_personatus,Yellow-collared-Lovebird,Agapornis_personatus,Yellow-collared-Lovebird,Agapornis_personatus,PSITTACIFORMES,resident,resident,0,117.030311183278
Agapornis_pullarius,Red-headed-Lovebird,Agapornis_pullarius,Red-headed-Lovebird,Agapornis_pullarius,PSITTACIFORMES,resident,resident,0,552.338514224268
Agapornis_roseicollis,Rosy-faced-Lovebird,Agapornis_roseicollis,Rosy-faced-Lovebird,Agapornis_roseicollis,PSITTACIFORMES,resident,resident,0,200.774405031469
Agapornis_swindernianus,Black-collared-Lovebird,Agapornis_swindernianus,Black-collared-Lovebird,Agapornis_swindernianus,PSITTACIFORMES,resident,resident,0,327.221700534788
Agapornis_taranta,Black-winged-Lovebird,Agapornis_taranta,Black-winged-Lovebird,Agapornis_taranta,PSITTACIFORMES,resident,resident,0,174.2617932053
Agelaioides_badius,Bay-winged-Cowbird,Agelaioides_badius,Greyish-Baywing,Agelaioides_badius,PASSERIFORMES,resident,resident,0,570.969121504945
Agelaius_assimilis,Red-shouldered-Blackbird,Agelaius_assimilis,Red-shouldered-Blackbird,Agelaius_assimilis,PASSERIFORMES,resident,resident,0,36.9116788555006
Agelaius_humeralis,Tawny-shouldered-Blackbird,Agelaius_humeralis,Tawny-shouldered-Blackbird,Agelaius_humeralis,PASSERIFORMES,resident,resident,0,113.88407700601
Agelaius_phoeniceus,Red-winged-Blackbird,Agelaius_phoeniceus,Red-winged-Blackbird,Agelaius_phoeniceus,PASSERIFORMES,partial_mig,variable,1421.87045180682,1421.87045180682
Agelaius_tricolor,Tricoloured-Blackbird,Agelaius_tricolor,Tricolored-Blackbird,Agelaius_tricolor,PASSERIFORMES,partial_mig,short,323.01891228438,323.01891228438
Agelaius_xanthomus,Yellow-shouldered-Blackbird,Agelaius_xanthomus,Yellow-shouldered-Blackbird,Agelaius_xanthomus,PASSERIFORMES,resident,resident,0,17.6491739355603
Agelastes_meleagrides,White-breasted-Guineafowl,Agelastes_meleagrides,White-breasted-Guineafowl,Agelastes_meleagrides,GALLIFORMES,resident,resident,0,78.2573112824768
Agelastes_niger,Black-Guineafowl,Agelastes_niger,Black-Guineafowl,Agelastes_niger,GALLIFORMES,resident,resident,0,278.915265646798
Agelasticus_cyanopus,Unicoloured-Blackbird,Agelasticus_cyanopus,Unicolored-Blackbird,Agelasticus_cyanopus,PASSERIFORMES,resident,resident,0,482.763515088359
Agelasticus_thilius,Yellow-winged-Blackbird,Agelasticus_thilius,Yellow-winged-Blackbird,Agelasticus_thilius,PASSERIFORMES,partial_mig,variable,671.455040203798,671.455040203798
Agelasticus_xanthophthalmus,Pale-eyed-Blackbird,Agelasticus_xanthophthalmus,Pale-eyed-Blackbird,Agelasticus_xanthophthalmus,PASSERIFORMES,resident,resident,0,37.1059368977564
Aglaeactis_aliciae,Purple-backed-Sunbeam,Aglaeactis_aliciae,Purple-backed-Sunbeam,Aglaeactis_aliciae,CAPRIMULGIFORMES,resident,resident,0,4.59365669569781
Aglaeactis_castelnaudii,White-tufted-Sunbeam,Aglaeactis_castelnaudii,White-tufted-Sunbeam,Aglaeactis_castelnaudii,CAPRIMULGIFORMES,resident,resident,0,51.6165678715958
Aglaeactis_cupripennis,Shining-Sunbeam,Aglaeactis_cupripennis,Shining-Sunbeam,Aglaeactis_cupripennis,CAPRIMULGIFORMES,resident,resident,0,223.992138540418
Aglaeactis_pamela,Black-hooded-Sunbeam,Aglaeactis_pamela,Black-hooded-Sunbeam,Aglaeactis_pamela,CAPRIMULGIFORMES,resident,resident,0,40.9249338323231
Aglaiocercus_berlepschi,Venezuelan-Sylph,Aglaiocercus_berlepschi,Venezuelan-Sylph,Aglaiocercus_berlepschi,CAPRIMULGIFORMES,resident,resident,0,18.4349275916914
Aglaiocercus_coelestis,Violet-tailed-Sylph,Aglaiocercus_coelestis,Violet-tailed-Sylph,Aglaiocercus_coelestis,CAPRIMULGIFORMES,resident,resident,0,92.1461000945143
Aglaiocercus_kingi,Long-tailed-Sylph,Aglaiocercus_kingii,Long-tailed-Sylph,Aglaiocercus_kingii,CAPRIMULGIFORMES,resident,resident,0,338.827311218335
Agriornis_albicauda,White-tailed-Shrike-tyrant,Agriornis_andicola,White-tailed-Shrike-tyrant,Agriornis_albicauda,PASSERIFORMES,resident,resident,0,255.617386601929
Agriornis_lividus,Great-Shrike-tyrant,Agriornis_lividus,Great-Shrike-tyrant,Agriornis_lividus,PASSERIFORMES,resident,resident,0,247.184424774408
Agriornis_micropterus,Grey-bellied-Shrike-tyrant,Agriornis_micropterus,Grey-bellied-Shrike-tyrant,Agriornis_micropterus,PASSERIFORMES,partial_mig,variable,854.133324759574,854.133324759574
Agriornis_montanus,Black-billed-Shrike-tyrant,Agriornis_montanus,Black-billed-Shrike-tyrant,Agriornis_montanus,PASSERIFORMES,partial_mig,short,779.725387285224,779.725387285224
Agriornis_murinus,Lesser-Shrike-tyrant,Agriornis_murinus,Lesser-Shrike-tyrant,Agriornis_murinus,PASSERIFORMES,strict_mig,short,725.17250762367,725.17250762367
Ailuroedus_buccoides,White-eared-Catbird,Ailuroedus_buccoides,White-eared-Catbird,Ailuroedus_buccoides,PASSERIFORMES,resident,resident,0,245.67491349202
Ailuroedus_crassirostris,Green-Catbird,Ailuroedus_crassirostris,Green-Catbird,Ailuroedus_crassirostris,PASSERIFORMES,resident,resident,0,136.076177233232
Ailuroedus_melanotis,Spotted-Catbird,Ailuroedus_melanotis,Black-eared-Catbird,Ailuroedus_melanotis,PASSERIFORMES,resident,resident,0,330.088818960881
Aimophila_aestivalis,Bachmans-Sparrow,Peucaea_aestivalis,Bachmans-Sparrow,Peucaea_aestivalis,PASSERIFORMES,resident,resident,0,219.71457507043
Aimophila_botterii,Botteris-Sparrow,Peucaea_botterii,Botteris-Sparrow,Peucaea_botterii,PASSERIFORMES,resident,resident,0,313.947485297635
Aimophila_carpalis,Rufous-winged-Sparrow,Peucaea_carpalis,Rufous-winged-Sparrow,Peucaea_carpalis,PASSERIFORMES,resident,resident,0,116.951578019703
Aimophila_cassinii,Cassins-Sparrow,Peucaea_cassinii,Cassins-Sparrow,Peucaea_cassinii,PASSERIFORMES,partial_mig,short,604.449934328924,604.449934328924
Aimophila_humeralis,Black-chested-Sparrow,Peucaea_humeralis,Black-chested-Sparrow,Peucaea_humeralis,PASSERIFORMES,resident,resident,0,88.2457982557826
Aimophila_mystacalis,Bridled-Sparrow,Peucaea_mystacalis,Bridled-Sparrow,Peucaea_mystacalis,PASSERIFORMES,resident,resident,0,64.8082101312417
Aimophila_notosticta,Oaxaca-Sparrow,Aimophila_notosticta,Oaxaca-Sparrow,Aimophila_notosticta,PASSERIFORMES,resident,resident,0,55.3398218100435
Aimophila_quinquestriata,Five-striped-Sparrow,Amphispiza_quinquestriata,Five-striped-Sparrow,Amphispiza_quinquestriata,PASSERIFORMES,resident,resident,0,114.345910123909
Aimophila_rufescens,Rusty-Sparrow,Aimophila_rufescens,Rusty-Sparrow,Aimophila_rufescens,PASSERIFORMES,resident,resident,0,319.181280098727
Aimophila_ruficauda,Stripe-headed-Sparrow,Peucaea_ruficauda,Stripe-headed-Sparrow,Peucaea_ruficauda,PASSERIFORMES,resident,resident,0,192.814249689825
Aimophila_ruficeps,Rufous-crowned-Sparrow,Aimophila_ruficeps,Rufous-crowned-Sparrow,Aimophila_ruficeps,PASSERIFORMES,resident,resident,0,452.425105843298
Aimophila_stolzmanni,Tumbes-Sparrow,Rhynchospiza_stolzmanni,Tumbes-Sparrow,Rhynchospiza_stolzmanni,PASSERIFORMES,resident,resident,0,66.4500709644114
Aimophila_strigiceps,Stripe-capped-Sparrow,Rhynchospiza_strigiceps,Stripe-capped-Sparrow,Rhynchospiza_strigiceps,PASSERIFORMES,resident,resident,0,221.751537341376
Aimophila_sumichrasti,Cinnamon-tailed-Sparrow,Peucaea_sumichrasti,Cinnamon-tailed-Sparrow,Peucaea_sumichrasti,PASSERIFORMES,resident,resident,0,35.6153600092346
Aix_galericulata,Mandarin-Duck,Aix_galericulata,Mandarin-Duck,Aix_galericulata,ANSERIFORMES,partial_mig,variable,1508.52483502942,1508.52483502942
Aix_sponsa,Wood-Duck,Aix_sponsa,Wood-Duck,Aix_sponsa,ANSERIFORMES,partial_mig,short,1070.33153053028,1070.33153053028
Alaemon_alaudipes,Greater-Hoopoe-lark,Alaemon_alaudipes,Greater-Hoopoe-lark,Alaemon_alaudipes,PASSERIFORMES,resident,resident,0,1014.50312697778
Alaemon_hamertoni,Lesser-Hoopoe-lark,Alaemon_hamertoni,Lesser-Hoopoe-lark,Alaemon_hamertoni,PASSERIFORMES,resident,resident,0,123.49027743697
Alauda_arvensis,Eurasian-Skylark,Alauda_arvensis,Eurasian-Skylark,Alauda_arvensis,PASSERIFORMES,partial_mig,variable,1902.57997359261,1902.57997359261
Alauda_gulgula,Oriental-Skylark,Alauda_gulgula,Oriental-Skylark,Alauda_gulgula,PASSERIFORMES,partial_mig,variable,1343.52471819302,1343.52471819302
Alauda_japonica,Japanese-Skylark,Alauda_japonica,Japanese-Skylark,Alauda_japonica,PASSERIFORMES,resident,resident,0,242.211729063506
Alauda_razae,Raso-Lark,Alauda_razae,Raso-Lark,Alauda_razae,PASSERIFORMES,resident,resident,0,0
Alca_torda,Razorbill,Alca_torda,Razorbill,Alca_torda,CHARADRIIFORMES,strict_mig,variable,771.258160571112,771.258160571112
Alcedo_argentata,Silvery-Kingfisher,Ceyx_argentatus,Southern-Silvery-Kingfisher,Ceyx_argentatus,CORACIIFORMES,resident,resident,0,93.977121579343
Alcedo_atthis,Common-Kingfisher,Alcedo_atthis,Common-Kingfisher,Alcedo_atthis,CORACIIFORMES,partial_mig,variable,2590.3476510634,2590.3476510634
Alcedo_azurea,Azure-Kingfisher,Ceyx_azureus,Azure-Kingfisher,Ceyx_azureus,CORACIIFORMES,resident,resident,0,655.402795399925
Alcedo_coerulescens,Small-Blue-Kingfisher,Alcedo_coerulescens,Cerulean-Kingfisher,Alcedo_coerulescens,CORACIIFORMES,resident,resident,0,184.848713952604
Alcedo_cristata,Malachite-Kingfisher,Corythornis_cristatus,Malachite-Kingfisher,Corythornis_cristatus,CORACIIFORMES,resident,resident,0,1034.60817096987
Alcedo_cyanopectus,Indigo-banded-Kingfisher,Ceyx_cyanopectus,Northern-Indigo-banded-Kingfisher,Ceyx_cyanopectus,CORACIIFORMES,resident,resident,0,116.338214962101
Alcedo_euryzona,Blue-banded-Kingfisher,Alcedo_euryzona,Javan-Blue-banded-Kingfisher,Alcedo_euryzona,CORACIIFORMES,resident,resident,0,107.337751129437
Alcedo_hercules,Blyths-Kingfisher,Alcedo_hercules,Blyths-Kingfisher,Alcedo_hercules,CORACIIFORMES,resident,resident,0,291.72554605229
Alcedo_leucogaster,White-bellied-Kingfisher,Corythornis_leucogaster,White-bellied-Kingfisher,Corythornis_leucogaster,CORACIIFORMES,resident,resident,0,478.654859427673
Alcedo_meninting,Blue-eared-Kingfisher,Alcedo_meninting,Blue-eared-Kingfisher,Alcedo_meninting,CORACIIFORMES,resident,resident,0,746.470280039306
Alcedo_pusilla,Little-Kingfisher,Ceyx_pusillus,Little-Kingfisher,Ceyx_pusillus,CORACIIFORMES,resident,resident,0,484.004434754163
Alcedo_quadribrachys,Shining-Blue-Kingfisher,Alcedo_quadribrachys,Shining-blue-Kingfisher,Alcedo_quadribrachys,CORACIIFORMES,resident,resident,0,596.699707162305
Alcedo_semitorquata,Half-collared-Kingfisher,Alcedo_semitorquata,Half-collared-Kingfisher,Alcedo_semitorquata,CORACIIFORMES,resident,resident,0,547.575889408259
Alcedo_vintsioides,Madagascar-Kingfisher,Corythornis_vintsioides,Madagascar-Kingfisher,Corythornis_vintsioides,CORACIIFORMES,resident,resident,0,204.493040640773
Alcedo_websteri,Bismarck-Kingfisher,Ceyx_websteri,Bismarck-Kingfisher,Ceyx_websteri,CORACIIFORMES,resident,resident,0,92.1534485645461
Alcippe_brunnea,Dusky-Fulvetta,Schoeniparus_brunneus,Dusky-Fulvetta,Alcippe_brunnea,PASSERIFORMES,resident,resident,0,270.371132001854
Alcippe_brunneicauda,Brown-Fulvetta,Alcippe_brunneicauda,Brown-Fulvetta,Alcippe_brunneicauda,PASSERIFORMES,resident,resident,0,264.173234176068
Alcippe_castaneceps,Rufous-winged-Fulvetta,Pseudominla_castaneceps,Rufous-winged-Fulvetta,Alcippe_castaneceps,PASSERIFORMES,resident,resident,0,338.42641517077
Alcippe_chrysotis,Golden-breasted-Fulvetta,Lioparus_chrysotis,Golden-breasted-Fulvetta,Alcippe_chrysotis,PASSERIFORMES,resident,resident,0,332.735699641478
Alcippe_cinerea,Yellow-throated-Fulvetta,Pseudominla_cinerea,Yellow-throated-Fulvetta,Alcippe_cinerea,PASSERIFORMES,resident,resident,0,167.898971442905
Alcippe_cinereiceps,Grey-hooded-Fulvetta,Fulvetta_cinereiceps,Grey-hooded-Fulvetta,Alcippe_cinereiceps,PASSERIFORMES,resident,resident,0,298.285787621558
Alcippe_danisi,Indochinese-Fulvetta,Fulvetta_danisi,Indochinese-Fulvetta,Alcippe_danisi,PASSERIFORMES,resident,resident,0,53.7291496518368
Alcippe_dubia,Rusty-capped-Fulvetta,Schoeniparus_dubius,Rusty-capped-Fulvetta,Alcippe_dubia,PASSERIFORMES,resident,resident,0,342.977502231706
Alcippe_formosana,Taiwan-Fulvetta,Fulvetta_formosana,Taiwan-Fulvetta,Alcippe_formosana,PASSERIFORMES,resident,resident,0,34.04272721255
Alcippe_grotei,Black-browed-Fulvetta,Alcippe_grotei,Black-browed-Fulvetta,Alcippe_grotei,PASSERIFORMES,resident,resident,0,142.865965212976
Alcippe_klossi,Black-crowned-Fulvetta,Pseudominla_klossi,Black-crowned-Fulvetta,Alcippe_klossi,PASSERIFORMES,resident,resident,0,25.8751122133296
Alcippe_ludlowi,Ludlows-Fulvetta,Fulvetta_ludlowi,Ludlows-Fulvetta,Alcippe_ludlowi,PASSERIFORMES,resident,resident,0,83.5763109365391
Alcippe_manipurensis,Streak-throated-Fulvetta,Fulvetta_manipurensis,Streak-throated-Fulvetta,Alcippe_manipurensis,PASSERIFORMES,resident,resident,0,121.753599792915
